country,city,name,img,building_page-href,date_start,date_end,floors,tags,description
Thailand,Bangkok,Millennium Residence - Tower 1,http://skyscraperpage.com/diagrams/images/79372.gif,http://skyscraperpage.com/cities/?buildingID=47845,2006,2010,50,Building Uses - residential - parking garage - fitness center; Structural Types - highrise; Architectural Style - modern,"Description
- Architect: ATKINS Design

"
Thailand,Bangkok,St.Regis Hotel and Residences,http://skyscraperpage.com/diagrams/images/66186.gif,http://skyscraperpage.com/cities/?buildingID=83833,2006,2011,50,Building Uses - mixed use - conference - hotel - parking garage - residential - retail - fitness center; Structural Types - highrise; Architectural Style - modern,null
Thailand,Bangkok,Park 24 Tower A,http://skyscraperpage.com/diagrams/images/87535.gif,http://skyscraperpage.com/cities/?buildingID=101062,null,null,50,Building Uses - residential - parking garage; Structural Types - highrise; Architectural Style - modern,
Thailand,Bangkok,MARQUE Sukhumvit 39,http://skyscraperpage.com/diagrams/images/78771.gif,http://skyscraperpage.com/cities/?buildingID=6831,2013,null,50,Building Uses - residential - garden - parking garage - fitness center; Structural Types - highrise; Architectural Style - futurism,
Thailand,Bangkok,Millennium Residence - Tower 4,http://skyscraperpage.com/diagrams/images/79373.gif,http://skyscraperpage.com/cities/?buildingID=47848,2006,2010,50,Building Uses - residential - parking garage - fitness center; Structural Types - highrise; Architectural Style - modern,"Description
- Architect: ATKINS Design

"
Thailand,Bangkok,Centrepoint Ratchdamri,http://skyscraperpage.com/diagrams/images/45151.gif,http://skyscraperpage.com/cities/?buildingID=4648,2005,2007,50,Building Uses - residential - parking garage; Structural Types - highrise; Architectural Style - postmodern,"Description
- Developer: Land & Houses/Reco Resorts



- The tower project, originally known as ""Regency One"", had started construction, and had reached the 15-16th floor of construction, before the project was put on-hold, indefinitely in 1997.



- In 2005, a new developer bought the defunct project changing its name to ""Centrepoint Ratchdamri"", and revising it to 50 floors.

"
Thailand,Bangkok,Sathorn House,http://skyscraperpage.com/diagrams/images/4418.gif,http://skyscraperpage.com/cities/?buildingID=4420,null,1999,50,Building Uses - residential; Structural Types - highrise; Architectural Style - postmodern,
Thailand,Bangkok,The Issara,http://skyscraperpage.com/diagrams/images/66185.gif,http://skyscraperpage.com/cities/?buildingID=96330,2009,2011,51,Building Uses - residential - parking garage; Structural Types - highrise; Architectural Style - modern,null
Thailand,Bangkok,Park 24 Tower B,http://skyscraperpage.com/diagrams/images/87534.gif,http://skyscraperpage.com/cities/?buildingID=101063,2015,null,51,Building Uses - residential - parking garage; Structural Types - highrise; Architectural Style - modern,
Thailand,Bangkok,Cyber World Towers,http://skyscraperpage.com/diagrams/images/49066.gif,http://skyscraperpage.com/cities/?buildingID=73369,2006,2008,51,Building Uses - office - restaurant - retail; Structural Types - highrise - mall; Architectural Style - modern; Materials - glass - steel - concrete,
Thailand,Bangkok,Prototype,http://skyscraperpage.com/diagrams/images/87805.gif,http://skyscraperpage.com/cities/?buildingID=96392,2012,2015,52,Building Uses - residential - parking garage; Structural Types - highrise; Architectural Style - modern,"Description
Developer: Fragrant Group

"
Thailand,Bangkok,Watermark Chaophraya - Tower A,http://skyscraperpage.com/diagrams/images/45096.gif,http://skyscraperpage.com/cities/?buildingID=36894,2004,2008,52,Building Uses - residential - parking garage; Structural Types - highrise; Architectural Style - postmodern,"Description
- Architect: Palmer & Turner

"
Thailand,Bangkok,Magnolias Waterfront Residences Tower 2,http://skyscraperpage.com/diagrams/images/81837.gif,http://skyscraperpage.com/cities/?buildingID=99243,2015,null,52,Building Uses - residential - conference - parking garage - restaurant - retail - fitness center; Structural Types - highrise; Architectural Style - modern,
Thailand,Bangkok,Noble Ploenchit Tower A,http://skyscraperpage.com/diagrams/images/87810.gif,http://skyscraperpage.com/cities/?buildingID=98570,2012,2016,52,Building Uses - residential - parking garage - retail; Structural Types - highrise; Architectural Style - modern,
Thailand,Bangkok,M Silom,http://skyscraperpage.com/diagrams/images/78946.gif,http://skyscraperpage.com/cities/?buildingID=96376,2011,2014,53,Building Uses - residential - parking garage; Structural Types - highrise; Architectural Style - modern,"Description
Developer: Major Development Plc

"
Thailand,Bangkok,CRC Tower,http://skyscraperpage.com/diagrams/images/79404.gif,http://skyscraperpage.com/cities/?buildingID=2689,null,2002,53,Building Uses - office; Structural Types - highrise; Architectural Style - postmodern,"Description
Architect: P&T Group - http://www.p-t-group.com/

"
Thailand,Bangkok,Lumpini Sukhumvit 24,http://skyscraperpage.com/diagrams/images/87784.gif,http://skyscraperpage.com/cities/?buildingID=100822,2014,2017,54,Building Uses - residential - parking garage; Structural Types - highrise; Architectural Style - modern,
Thailand,Bangkok,The Star View,http://skyscraperpage.com/diagrams/images/88293.gif,http://skyscraperpage.com/cities/?buildingID=96309,2012,2015,54,Building Uses - residential - parking garage - retail; Structural Types - highrise; Architectural Style - modern,null
Thailand,Bangkok,Millennium Residence - Tower 3,http://skyscraperpage.com/diagrams/images/79371.gif,http://skyscraperpage.com/cities/?buildingID=47847,2006,2010,54,Building Uses - residential - parking garage - fitness center; Structural Types - highrise; Architectural Style - modern,"Description
- Architect: ATKINS Design

"
Thailand,Bangkok,Nimit Langsuan,http://skyscraperpage.com/diagrams/images/81852.gif,http://skyscraperpage.com/cities/?buildingID=105585,2016,null,54,Building Uses - residential - garden - parking garage - fitness center; Structural Types - highrise; Architectural Style - modern,
Thailand,Bangkok,Millennium Residence - Tower 2,http://skyscraperpage.com/diagrams/images/79370.gif,http://skyscraperpage.com/cities/?buildingID=47846,2006,2010,54,Building Uses - residential - parking garage - fitness center; Structural Types - highrise; Architectural Style - modern,"Description
- Architect: ATKINS Design

"
Thailand,Bangkok,The Offices at CentralWorld,http://skyscraperpage.com/diagrams/images/24083.gif,http://skyscraperpage.com/cities/?buildingID=4366,null,2004,55,Building Uses - office - parking garage; Structural Types - highrise; Architectural Style - postmodern,"Description
- Architect: Palmer & Tunner Group



- This ambitious project was put on hold in 1999 after only 39 of the total 63 floor planned was completed.



- Construction was resumed in early 2003 with a new 55 floor 204m design.

"
Thailand,Bangkok,The ESSE Asoke,http://skyscraperpage.com/diagrams/images/87650.gif,http://skyscraperpage.com/cities/?buildingID=112650,2015,null,55,Building Uses - residential; Structural Types - highrise,"Description
Developer: Singha Estate Public Company Limited - http://www.singhaestate.co.th/

"
